iteration,class,top,left,bottom,right,center_x,center_y,object_id
268,box,28.7,80.09,44.15,95.06,87.58,36.42,1
268,mario,112.18,165.97,126.66,181.84,173.9,119.42,0
268,box,0.2,144.23,77.52,158.85,151.54,38.86,4
269,pipe,125.49,176.06,155.76,207.49,191.77,140.63,6
269,box,28.7,80.09,44.15,95.06,87.58,36.42,1
269,mario,112.18,165.97,126.66,181.84,173.9,119.42,0
269,box,0.2,144.23,77.52,158.85,151.54,38.86,4
270,pipe,125.63,176.06,155.77,207.48,191.77,140.7,6
270,box,28.68,80.09,44.14,95.06,87.58,36.41,1
270,mario,112.16,167.14,126.69,182.84,174.99,119.42,0
270,box,0.21,144.23,77.53,158.84,151.54,38.87,4
271,pipe,125.61,176.06,155.75,207.48,191.77,140.68,6
271,box,28.68,80.09,44.14,95.06,87.58,36.41,1
271,mario,112.18,168.11,126.7,183.88,175.99,119.44,0
271,box,0.23,144.23,77.53,158.84,151.54,38.88,4
272,pipe,125.36,176.06,155.76,207.49,191.77,140.56,6
272,box,28.68,80.09,44.14,95.06,87.58,36.41,1
272,mario,111.17,171.18,125.77,186.69,178.93,118.47,0
272,box,0.25,144.23,77.55,158.84,151.54,38.9,4
273,pipe,125.29,176.06,155.75,207.49,191.77,140.52,6
273,box,29.34,80.0,44.14,95.02,87.51,36.74,1
273,mario,111.21,173.23,125.7,188.67,180.95,118.46,0
273,box,0.34,144.22,77.86,158.85,151.54,39.1,4
274,pipe,125.43,176.06,155.75,207.48,191.77,140.59,6
274,box,29.34,80.0,44.14,95.02,87.51,36.74,1
274,mario,111.19,177.21,125.88,192.61,184.91,118.53,0
274,box,0.34,144.22,77.87,158.85,151.54,39.1,4
275,pipe,124.5,176.05,155.78,207.49,191.77,140.14,6
275,box,29.34,80.0,44.14,95.02,87.51,36.74,1
275,box,0.29,144.23,77.83,158.85,151.54,39.06,4
275,mario,111.21,181.16,125.77,196.64,188.9,118.49,0
276,pipe,124.52,176.06,155.76,207.58,191.82,140.14,6
276,box,29.34,80.0,44.14,95.02,87.51,36.74,1
276,mario,111.23,186.18,125.87,201.74,193.96,118.55,0
276,box,0.38,144.22,77.81,158.85,151.54,39.1,4
277,pipe,124.44,176.07,155.76,207.57,191.82,140.1,6
277,box,29.35,80.0,44.14,95.02,87.51,36.74,1
277,mario,111.38,191.09,125.62,206.54,198.82,118.5,0
277,box,0.32,144.22,77.78,158.85,151.54,39.05,4
278,pipe,124.75,176.07,155.77,207.59,191.83,140.26,6
278,box,29.34,80.0,44.14,95.02,87.51,36.74,1
278,mario,113.43,193.38,124.33,207.49,200.43,118.88,0
278,box,0.34,144.23,77.78,158.85,151.54,39.06,4
279,pipe,124.65,176.07,155.78,207.62,191.85,140.21,6
279,box,29.35,80.0,44.14,95.02,87.51,36.74,1
279,box,0.3,144.23,77.78,158.85,151.54,39.04,4
279,mario,111.32,192.33,124.62,207.19,199.76,117.97,0
280,pipe,124.74,176.07,155.76,207.61,191.84,140.25,6
280,mario,112.58,192.38,124.16,207.64,200.01,118.37,0
280,box,29.35,80.0,44.14,95.02,87.51,36.74,1
280,box,0.36,144.23,77.8,158.85,151.54,39.08,4
281,pipe,124.53,176.06,155.78,207.57,191.82,140.15,6
281,box,28.7,80.09,44.15,95.06,87.58,36.42,1
281,mario,111.28,188.22,125.8,203.79,196.01,118.54,0
281,box,0.29,144.25,77.47,158.85,151.55,38.88,4
282,pipe,124.42,176.06,155.78,207.52,191.79,140.1,6
282,box,28.68,80.09,44.14,95.06,87.58,36.41,1
282,mario,111.2,183.22,125.73,198.62,190.92,118.47,0
282,box,0.27,144.25,77.5,158.85,151.55,38.88,4
283,pipe,124.98,176.06,155.78,207.48,191.77,140.38,6
283,box,28.68,80.09,44.14,95.06,87.58,36.41,1
283,mario,111.22,179.19,125.78,194.61,186.9,118.5,0
283,box,0.25,144.23,77.52,158.84,151.54,38.88,4
284,pipe,125.28,176.06,155.76,207.49,191.77,140.52,6
284,box,28.66,80.09,44.13,95.06,87.58,36.4,1
284,mario,111.26,175.22,125.66,190.66,182.94,118.46,0
284,box,0.23,144.23,77.53,158.84,151.54,38.88,4
285,pipe,125.26,176.05,155.76,207.49,191.77,140.51,6
285,box,28.66,80.09,44.13,95.06,87.58,36.4,1
285,mario,111.25,172.23,125.61,187.66,179.95,118.43,0
285,box,0.23,144.23,77.53,158.84,151.54,38.88,4
286,pipe,125.19,176.06,155.76,207.48,191.77,140.48,6
286,box,28.66,80.09,44.13,95.06,87.58,36.4,1
286,mario,111.23,169.23,125.58,184.72,176.98,118.4,0
286,box,0.21,144.23,77.53,158.84,151.54,38.87,4
287,pipe,125.25,176.06,155.77,207.48,191.77,140.51,6
287,box,28.68,80.09,44.14,95.06,87.58,36.41,1
287,mario,111.17,168.14,125.67,183.78,175.96,118.42,0
287,box,0.19,144.23,77.52,158.84,151.54,38.85,4
288,pipe,125.22,176.06,155.76,207.49,191.77,140.49,6
288,box,28.7,80.09,44.15,95.06,87.58,36.42,1
288,mario,111.23,165.99,125.55,181.85,173.92,118.39,0
288,box,0.23,144.23,77.53,158.85,151.54,38.88,4
289,pipe,125.22,176.06,155.76,207.49,191.77,140.49,6
289,mario,111.23,165.99,125.55,181.85,173.92,118.39,0
289,box,28.74,80.04,44.11,95.09,87.57,36.42,1
289,box,0.48,144.23,77.39,158.83,151.53,38.94,4
290,pipe,125.22,176.06,155.76,207.49,191.77,140.49,6
290,mario,111.23,165.99,125.55,181.85,173.92,118.39,0
290,box,28.74,80.04,44.11,95.09,87.57,36.42,1
290,box,0.48,144.23,77.39,158.83,151.53,38.94,4
291,pipe,125.21,176.06,155.78,207.48,191.77,140.49,6
291,box,28.74,80.04,44.11,95.09,87.57,36.42,1
291,mario,111.14,167.11,125.49,182.78,174.95,118.32,0
291,box,0.45,144.25,77.4,158.83,151.54,38.92,4
292,pipe,125.25,176.06,155.76,207.48,191.77,140.51,6
292,box,28.74,80.04,44.11,95.09,87.57,36.42,1
292,mario,111.17,168.14,125.67,183.78,175.96,118.42,0
292,box,0.41,144.25,77.39,158.83,151.54,38.9,4
293,pipe,125.36,176.06,155.76,207.49,191.77,140.56,6
293,box,28.74,80.04,44.11,95.09,87.57,36.42,1
293,mario,111.17,171.18,125.77,186.69,178.93,118.47,0
293,box,0.46,144.25,77.41,158.83,151.54,38.94,4
294,pipe,125.28,176.06,155.76,207.49,191.77,140.52,6
294,box,28.74,80.04,44.11,95.09,87.57,36.42,1
294,mario,111.21,173.25,125.7,188.68,180.96,118.46,0
294,box,0.45,144.25,77.41,158.83,151.54,38.93,4
295,pipe,125.42,176.06,155.76,207.48,191.77,140.59,6
295,box,28.74,80.04,44.11,95.09,87.57,36.42,1
295,mario,111.19,177.22,125.88,192.6,184.91,118.53,0
295,box,0.45,144.25,77.39,158.83,151.54,38.92,4
296,pipe,124.49,176.05,155.79,207.49,191.77,140.14,6
296,box,28.74,80.04,44.11,95.09,87.57,36.42,1
296,box,0.43,144.25,77.37,158.83,151.54,38.9,4
296,mario,111.21,181.16,125.77,196.64,188.9,118.49,0
297,pipe,124.51,176.06,155.77,207.58,191.82,140.14,6
297,box,28.74,80.04,44.1,95.09,87.57,36.42,1
297,mario,111.23,186.19,125.87,201.74,193.96,118.55,0
297,box,0.49,144.25,77.37,158.83,151.54,38.93,4
298,pipe,124.44,176.07,155.76,207.57,191.82,140.1,6
298,box,28.75,80.04,44.09,95.09,87.57,36.42,1
298,mario,111.38,191.09,125.62,206.54,198.82,118.5,0
298,box,0.45,144.25,77.35,158.83,151.54,38.9,4
299,pipe,124.74,176.07,155.77,207.59,191.83,140.26,6
299,box,28.74,80.04,44.1,95.09,87.57,36.42,1
299,box,0.45,144.25,77.33,158.83,151.54,38.89,4
299,mario,113.43,193.38,124.33,207.48,200.43,118.88,0
